thread_id	post_id	ade_cui	cui_text	linked_drug
9022	9022_001	79395009	Dry hair	sunitinib
9022	9022_002	0	0	0
9022	9022_003	262286000	Weight increased	imatinib
9022	9022_004	420103007	Watery eye	sunitinib
9022	9022_005	56317004	Alopecia	sunitinib
9022	9022_006	0	0	0
8928	8928_008	247779009	Excessive energy	regorafenib
8928	8928_008	403638003	Palmar-Plantar Erythrodysesthesia	regorafenib
9065	9065_001	0	0	0
9065	9065_002	0	0	0
9064	9064_001	0	0	0
9064	9064_002	0	0	0
9064	9064_003	0	0	0
9064	9064_004	0	0	0
9064	9064_005	0	0	0
9064	9064_006	0	0	0
9064	9064_007	0	0	0
9064	9064_008	0	0	0
9064	9064_009	0	0	0
9066	9066_001	0	0	0
9058	9058_001	0	0	0
9058	9058_002	0	0	0
9058	9058_003	0	0	0
9058	9058_004	0	0	0
9058	9058_005	0	0	0
9065	9065_003	0	0	0
9065	9065_004	0	0	0
9058	9058_006	0	0	0
9062	9062_019	0	0	0
8928	8928_009	403638003	Palmar-Plantar Erythrodysesthesia	sunitinib
8928	8928_009	89362005	Weight loss	sunitinib
8928	8928_009	24199005	Feeling agitated	sunitinib
9064	9064_010	0	0	0
9064	9064_011	0	0	0
9063	9063_003	0	0	0
8928	8928_010	403638003	Palmar-Plantar Erythrodysesthesia	regorafenib
9058	9058_007	0	0	0
9062	9062_020	0	0	0
9062	9062_021	22253000	Pain	imatinib
9062	9062_022	0	0	0
9058	9058_008	0	0	0
9058	9058_009	0	0	0
9034	9034_001	0	0	0
9058	9058_010	0	0	0
9034	9034_002	0	0	0
9058	9058_011	0	0	0
9034	9034_003	0	0	0
9034	9034_004	0	0	0
9030	9030_001	0	0	0
9030	9030_002	0	0	0
9030	9030_003	0	0	0
9060	9060_001	0	0	0
9050	9050_001	0	0	0
9050	9050_002	0	0	0
9050	9050_003	422587007	Nausea	imatinib
9060	9060_002	0	0	0
9050	9050_004	0	0	0
9050	9050_005	0	0	0
9050	9050_006	0	0	0
9050	9050_007	0	0	0
9050	9050_008	0	0	0
9050	9050_009	0	0	0
9050	9050_010	367391008	Malaise	imatinib
9050	9050_011	0	0	0
9050	9050_012	82297005	Congestion of nasal sinus	imatinib
9030	9030_004	0	0	0
9050	9050_013	0	0	0
9050	9050_014	0	0	0
9050	9050_015	193462001	Insomnia	imatinib
9050	9050_015	422587007	Nausea	imatinib
9050	9050_015	267045008	Gastrointestinal symptom	imatinib
9050	9050_016	0	0	0
9058	9058_012	55300003	Cramp	imatinib
9050	9050_017	422587007	Nausea	imatinib
9050	9050_017	68962001	Muscle pain	imatinib
9049	9049_001	0	0	0
9059	9059_001	0	0	0
9049	9049_002	0	0	0
9059	9059_002	0	0	0
9059	9059_003	0	0	0
9049	9049_003	0	0	0
9049	9049_004	0	0	0
9049	9049_005	0	0	0
9049	9049_006	0	0	0
9049	9049_007	0	0	0
9050	9050_018	193462001	Insomnia	imatinib
9050	9050_019	422587007	Nausea	imatinib
9049	9049_008	0	0	0
9049	9049_009	0	0	0
9057	9057_001	0	0	0
9044	9044_002	56317004	Alopecia	regorafenib
9044	9044_003	0	0	0
9044	9044_004	56317004	Alopecia	regorafenib
9046	9046_001	0	0	0
9046	9046_002	0	0	0
9001	9001_001	0	0	0
9046	9046_003	0	0	0
9001	9001_002	0	0	0
9046	9046_004	0	0	0
9046	9046_005	0	0	0
9046	9046_006	0	0	0
9046	9046_007	0	0	0
9046	9046_008	0	0	0
9049	9049_010	0	0	0
9050	9050_020	422587007	Nausea	imatinib
9001	9001_003	0	0	0
9051	9051_001	0	0	0
9051	9051_002	0	0	0
9050	9050_022	0	0	0
9046	9046_009	0	0	0
9049	9049_011	0	0	0
9049	9049_012	0	0	0
9049	9049_013	0	0	0
9046	9046_010	0	0	0
9049	9049_014	0	0	0
9049	9049_015	0	0	0
9049	9049_016	0	0	0
9051	9051_003	0	0	0
9046	9046_011	0	0	0
9050	9050_023	45177002	Swelling of structure of eye	imatinib
9050	9050_023	193462001	Insomnia	imatinib
9050	9050_023	422587007	Nausea	imatinib
9051	9051_004	0	0	0
9051	9051_005	0	0	0
9046	9046_012	0	0	0
9001	9001_004	0	0	0
9046	9046_013	0	0	0
9046	9046_014	0	0	0
9049	9049_017	0	0	0
9026	9026_001	0	0	0
9026	9026_002	0	0	0
9026	9026_003	0	0	0
9026	9026_004	0	0	0
9026	9026_005	0	0	0
9053	9053_001	0	0	0
9042	9042_001	0	0	0
9042	9042_002	0	0	0
9001	9001_005	0	0	0
9042	9042_003	0	0	0
9042	9042_004	0	0	0
9042	9042_005	0	0	0
9042	9042_006	0	0	0
9026	9026_006	0	0	0
9042	9042_007	0	0	0
9042	9042_008	0	0	0
9042	9042_009	0	0	0
9042	9042_010	0	0	0
9048	9048_001	0	0	0
9048	9048_002	0	0	0
9048	9048_003	0	0	0
9026	9026_007	0	0	0
9042	9042_011	0	0	0
9048	9048_004	0	0	0
9053	9053_002	0	0	0
9048	9048_005	93478000	Intraocular hemorrhage	imatinib
9048	9048_005	75705005	Red eye	imatinib
9026	9026_008	0	0	0
9053	9053_003	0	0	0
9048	9048_006	27550009	Vascular disorder	imatinib
9051	9051_006	0	0	0
9045	9045_001	0	0	0
9042	9042_012	0	0	0
9026	9026_009	0	0	0
9045	9045_002	0	0	0
9042	9042_013	0	0	0
9045	9045_003	0	0	0
9045	9045_004	0	0	0
9045	9045_005	0	0	0
9046	9046_015	0	0	0
9042	9042_014	0	0	0
9045	9045_006	0	0	0
9026	9026_010	0	0	0
9046	9046_016	0	0	0
9045	9045_007	0	0	0
9046	9046_017	0	0	0
9031	9031_001	128351009	Eye infection	imatinib
9031	9031_002	162290004	Dry eyes	imatinib
9031	9031_003	49563000	Periorbital edema	imatinib
9031	9031_003	275322007	Scar	imatinib
9031	9031_003	41652007	Pain in eye	imatinib
9031	9031_003	224960004	Tired	imatinib
9031	9031_003	22950006	Blindness of one eye	imatinib
9031	9031_003	60113004	Disorder of eyelid	imatinib
9045	9045_008	0	0	0
9050	9050_024	0	0	0
9031	9031_004	24982008	Diplopia	imatinib
9031	9031_004	65124004	Swelling	imatinib
9031	9031_004	300888008	Swelling of body region	imatinib
9031	9031_004	41652007	Pain in eye	imatinib
9031	9031_004	367423000	Contusion of eye	imatinib
9031	9031_004	420103007	Watery eye	imatinib
9031	9031_004	246636008	Hazy vision	imatinib
9031	9031_004	45177002	Swelling of structure of eye	imatinib
9045	9045_009	0	0	0
9026	9026_011	0	0	0
9031	9031_005	49563000	Periorbital edema	imatinib
9031	9031_005	75705005	Red eye	imatinib
9031	9031_005	16386004	Dry skin	imatinib
9031	9031_005	93478000	Intraocular hemorrhage	imatinib
9045	9045_010	0	0	0
9031	9031_006	246636008	Hazy vision	imatinib
9031	9031_007	0	0	0
9045	9045_011	0	0	0
9031	9031_008	49563000	Periorbital edema	imatinib
9031	9031_008	13164000	Reduced visual acuity	imatinib
9031	9031_008	162290004	Dry eyes	imatinib
9048	9048_007	0	0	0
9048	9048_008	93478000	Intraocular hemorrhage	imatinib
9048	9048_008	75705005	Red eye	imatinib
9036	9036_001	0	0	0
9036	9036_002	0	0	0
9036	9036_003	0	0	0
9036	9036_004	0	0	0
9036	9036_005	0	0	0
9026	9026_012	0	0	0
9045	9045_012	0	0	0
9040	9040_001	0	0	0
9040	9040_002	0	0	0
9040	9040_003	0	0	0
9040	9040_004	0	0	0
9046	9046_018	0	0	0
9040	9040_005	0	0	0
9040	9040_006	0	0	0
9047	9047_001	0	0	0
9031	9031_009	0	0	0
9047	9047_002	0	0	0
9047	9047_003	0	0	0
9040	9040_007	0	0	0
9047	9047_004	0	0	0
9040	9040_008	0	0	0
9047	9047_005	0	0	0
9047	9047_006	0	0	0
9047	9047_007	0	0	0
9047	9047_008	0	0	0
9040	9040_009	0	0	0
9040	9040_010	0	0	0
9040	9040_011	0	0	0
9047	9047_009	0	0	0
9040	9040_012	0	0	0
9040	9040_013	0	0	0
9031	9031_010	420103007	Watery eye	imatinib
9023	9023_001	0	0	0
9031	9031_011	0	0	0
9031	9031_012	63102001	Visual disturbance	imatinib
9031	9031_012	60238002	Muscle twitch	imatinib
9031	9031_012	249966004	Spasmodic movement	imatinib
9040	9040_014	0	0	0
9040	9040_015	0	0	0
9040	9040_016	0	0	0
9046	9046_019	0	0	0
9045	9045_013	0	0	0
9023	9023_002	0	0	0
9023	9023_003	0	0	0
9023	9023_004	0	0	0
9043	9043_001	0	0	0
9043	9043_002	0	0	0
9043	9043_003	0	0	0
9001	9001_006	0	0	0
9044	9044_005	56317004	Alopecia	regorafenib
9034	9034_005	0	0	0
8928	8928_011	102616008	Painful mouth	sunitinib
8928	8928_011	302215000	Thrombocytopenic disorder	sunitinib
8928	8928_011	62315008	Diarrhea	regorafenib
8928	8928_011	56317004	Alopecia	sunitinib
8928	8928_011	50219008	Hoarse	sunitinib
8928	8928_011	89362005	Weight loss	regorafenib
9040	9040_017	0	0	0
9043	9043_004	0	0	0
9043	9043_005	0	0	0
9023	9023_005	0	0	0
9001	9001_007	0	0	0
9038	9038_001	0	0	0
9039	9039_001	0	0	0
9039	9039_002	162397003	Pain in throat	sunitinib
9039	9039_002	102616008	Painful mouth	sunitinib
9033	9033_001	0	0	0
9039	9039_003	86276007	Bleeding gums	sunitinib
9034	9034_006	0	0	0
9025	9025_001	0	0	0
9029	9029_001	0	0	0
9034	9034_007	0	0	0
9029	9029_002	0	0	0
9003	9003_001	0	0	0
9025	9025_002	0	0	0
9025	9025_003	0	0	0
9003	9003_002	0	0	0
9023	9023_006	116289008	Abdominal bloating	
9034	9034_008	62315008	Diarrhea	regorafenib
9034	9034_008	56317004	Alopecia	sunitinib
9034	9034_008	50219008	Hoarse	sunitinib
9034	9034_008	102616008	Painful mouth	sunitinib
9034	9034_008	89362005	Weight loss	regorafenib
9039	9039_004	0	0	0
9003	9003_003	0	0	0
9025	9025_004	0	0	0
9025	9025_005	0	0	0
9003	9003_004	0	0	0
9003	9003_005	0	0	0
9003	9003_006	0	0	0
9029	9029_003	0	0	0
9025	9025_006	0	0	0
9025	9025_007	0	0	0
9029	9029_004	0	0	0
9029	9029_005	0	0	0
9029	9029_006	0	0	0
9003	9003_007	0	0	0
9003	9003_008	0	0	0
9039	9039_005	68235000	Nasal congestion	sunitinib
9039	9039_005	247427007	Fragile skin	sunitinib
9039	9039_005	102616008	Painful mouth	sunitinib
9039	9039_005	86276007	Bleeding gums	sunitinib
9039	9039_005	27355003	Toothache	sunitinib
9029	9029_007	0	0	0
9031	9031_013	246636008	Hazy vision	imatinib
9031	9031_013	93478000	Intraocular hemorrhage	imatinib
9003	9003_009	0	0	0
9003	9003_010	0	0	0
8928	8928_012	0	0	0
9029	9029_008	0	0	0
9025	9025_008	0	0	0
9025	9025_009	0	0	0
9025	9025_010	0	0	0
9025	9025_011	0	0	0
9035	9035_001	0	0	0
9034	9034_009	0	0	0
9034	9034_010	0	0	0
9003	9003_011	0	0	0
9023	9023_007	0	0	0
9039	9039_006	0	0	0
9033	9033_002	0	0	0
9003	9003_012	0	0	0
9031	9031_014	246636008	Hazy vision	imatinib
9038	9038_002	0	0	0
9034	9034_011	0	0	0
9003	9003_013	193462001	Insomnia	imatinib
9034	9034_012	0	0	0
9025	9025_012	0	0	0
9003	9003_014	0	0	0
9023	9023_008	0	0	0
9031	9031_015	41652007	Pain in eye	imatinib
9035	9035_002	0	0	0
9025	9025_013	0	0	0
9025	9025_014	0	0	0
9003	9003_015	0	0	0
8962	8962_001	0	0	0
8962	8962_002	0	0	0
9033	9033_003	0	0	0
8962	8962_003	0	0	0
8962	8962_004	0	0	0
9030	9030_005	0	0	0
9031	9031_016	246636008	Hazy vision	imatinib
9028	9028_001	0	0	0
9028	9028_002	0	0	0
9028	9028_003	0	0	0
9028	9028_004	0	0	0
9028	9028_005	0	0	0
9025	9025_015	0	0	0
8962	8962_005	0	0	0
9028	9028_006	0	0	0
9028	9028_007	0	0	0
9028	9028_008	0	0	0
8962	8962_006	0	0	0
9025	9025_016	0	0	0
9030	9030_006	0	0	0
9029	9029_009	0	0	0
9030	9030_007	0	0	0
9028	9028_009	0	0	0
9024	9024_001	0	0	0
9023	9023_009	162059005	Upset stomach	
9023	9023_009	224960004	Tired	
9023	9023_009	55300003	Cramp	
9026	9026_013	0	0	0
9012	9012_001	0	0	0
1587	1587_001	0	0	0
1587	1587_002	0	0	0
9014	9014_001	0	0	0
1587	1587_003	0	0	0
1587	1587_004	0	0	0
1587	1587_005	0	0	0
9014	9014_002	0	0	0
1587	1587_006	0	0	0
1587	1587_007	0	0	0
1587	1587_008	0	0	0
9012	9012_002	0	0	0
1587	1587_009	0	0	0
1587	1587_010	0	0	0
1587	1587_011	0	0	0
1587	1587_012	0	0	0
1587	1587_013	0	0	0
1587	1587_014	0	0	0
1587	1587_015	0	0	0
1587	1587_016	0	0	0
1587	1587_017	0	0	0
9012	9012_003	0	0	0
1587	1587_018	0	0	0
1587	1587_019	131148009	Bleeding	
1587	1587_020	0	0	0
1587	1587_021	0	0	0
1587	1587_022	0	0	0
1587	1587_023	0	0	0
1587	1587_024	0	0	0
9014	9014_003	0	0	0
1587	1587_025	0	0	0
1587	1587_026	0	0	0
9014	9014_004	0	0	0
1587	1587_027	0	0	0
9014	9014_005	0	0	0
1587	1587_028	0	0	0
1587	1587_029	0	0	0
9014	9014_006	0	0	0
9012	9012_004	0	0	0
8978	8978_009	0	0	0
9012	9012_005	0	0	0
1587	1587_030	0	0	0
1587	1587_031	0	0	0
9014	9014_007	0	0	0
1587	1587_032	0	0	0
1587	1587_033	0	0	0
1587	1587_034	0	0	0
1587	1587_035	0	0	0
1587	1587_036	0	0	0
1587	1587_037	0	0	0
1587	1587_038	0	0	0
9014	9014_008	0	0	0
1587	1587_039	0	0	0
9013	9013_001	0	0	0
1587	1587_040	0	0	0
1587	1587_041	0	0	0
1587	1587_042	0	0	0
1587	1587_043	0	0	0
1587	1587_044	0	0	0
9018	9018_001	0	0	0
9018	9018_002	0	0	0
9018	9018_003	0	0	0
9017	9017_001	0	0	0
1587	1587_045	0	0	0
9017	9017_002	0	0	0
9017	9017_003	0	0	0
9016	9016_001	0	0	0
9016	9016_002	0	0	0
9017	9017_004	0	0	0
9017	9017_005	0	0	0
9016	9016_003	0	0	0
9016	9016_004	0	0	0
9017	9017_006	0	0	0
9017	9017_007	0	0	0
9017	9017_008	0	0	0
9017	9017_009	0	0	0
9017	9017_010	0	0	0
9016	9016_005	0	0	0
9012	9012_006	247347003	Discomfort	imatinib
9012	9012_007	0	0	0
9012	9012_008	0	0	0
9018	9018_004	0	0	0
9020	9020_001	0	0	0
9017	9017_011	0	0	0
9017	9017_012	0	0	0
9017	9017_013	0	0	0
9018	9018_005	0	0	0
9016	9016_006	0	0	0
9016	9016_007	0	0	0
9018	9018_006	0	0	0
1587	1587_046	0	0	0
9020	9020_002	0	0	0
9013	9013_002	0	0	0
9014	9014_009	14304000	Disorder of thyroid gland	imatinib
1587	1587_047	0	0	0
9016	9016_008	0	0	0
9016	9016_009	0	0	0
9019	9019_001	0	0	0
9012	9012_009	0	0	0
9018	9018_007	0	0	0
9017	9017_014	0	0	0
1587	1587_048	0	0	0
9016	9016_010	0	0	0
9016	9016_011	0	0	0
1587	1587_049	0	0	0
1587	1587_050	0	0	0
1587	1587_051	0	0	0
9016	9016_012	0	0	0
9011	9011_001	0	0	0
1587	1587_052	0	0	0
9011	9011_002	0	0	0
9011	9011_003	0	0	0
1587	1587_053	0	0	0
9011	9011_004	0	0	0
9011	9011_005	0	0	0
9011	9011_006	0	0	0
9013	9013_003	0	0	0
9014	9014_010	0	0	0
9008	9008_001	0	0	0
9008	9008_002	0	0	0
9008	9008_003	0	0	0
9008	9008_004	0	0	0
9008	9008_005	0	0	0
9008	9008_006	0	0	0
9011	9011_007	0	0	0
9011	9011_008	0	0	0
9012	9012_010	0	0	0
9008	9008_007	0	0	0
9008	9008_008	0	0	0
9008	9008_009	0	0	0
9000	9000_001	0	0	0
9005	9005_001	0	0	0
9009	9009_001	0	0	0
9000	9000_002	0	0	0
9005	9005_002	0	0	0
9009	9009_002	0	0	0
9009	9009_003	0	0	0
9009	9009_004	0	0	0
9009	9009_005	0	0	0
9000	9000_003	0	0	0
9000	9000_004	0	0	0
9009	9009_006	0	0	0
9009	9009_007	0	0	0
9009	9009_008	0	0	0
9009	9009_009	0	0	0
9000	9000_005	0	0	0
9000	9000_006	0	0	0
8995	8995_001	0	0	0
9009	9009_010	0	0	0
8995	8995_002	0	0	0
9009	9009_011	0	0	0
9011	9011_009	0	0	0
9000	9000_007	0	0	0
9007	9007_001	0	0	0
9009	9009_012	0	0	0
9000	9000_008	0	0	0
9005	9005_003	0	0	0
9005	9005_004	0	0	0
8848	8848_001	193462001	Insomnia	regorafenib
8848	8848_002	0	0	0
9000	9000_009	0	0	0
9000	9000_010	0	0	0
9008	9008_010	0	0	0
9000	9000_011	0	0	0
8848	8848_003	0	0	0
8848	8848_004	193462001	Insomnia	imatinib
8995	8995_003	0	0	0
8995	8995_004	0	0	0
9004	9004_001	0	0	0
9004	9004_002	0	0	0
9004	9004_003	0	0	0
9004	9004_004	0	0	0
9000	9000_012	0	0	0
9006	9006_001	0	0	0
9000	9000_013	0	0	0
9005	9005_005	0	0	0
9004	9004_005	47933007	Foot pain	sunitinib
9003	9003_016	0	0	0
8993	8993_001	0	0	0
8993	8993_002	0	0	0
8848	8848_005	88092000	Muscle atrophy	imatinib
8848	8848_005	84229001	Fatigue	imatinib
8995	8995_005	0	0	0
8993	8993_003	0	0	0
8995	8995_006	0	0	0
8999	8999_001	0	0	0
8993	8993_004	0	0	0
8999	8999_002	0	0	0
8999	8999_003	0	0	0
8999	8999_004	0	0	0
8993	8993_005	0	0	0
8999	8999_005	0	0	0
9001	9001_008	0	0	0
8999	8999_006	0	0	0
8999	8999_007	0	0	0
8993	8993_006	0	0	0
8999	8999_008	0	0	0
8999	8999_009	0	0	0
8999	8999_010	0	0	0
8996	8996_001	0	0	0
8995	8995_007	0	0	0
8996	8996_002	0	0	0
8996	8996_003	0	0	0
8996	8996_004	0	0	0
8996	8996_005	0	0	0
8992	8992_001	0	0	0
8995	8995_008	0	0	0
8996	8996_006	0	0	0
8996	8996_007	0	0	0
8996	8996_008	0	0	0
8995	8995_009	0	0	0
8995	8995_010	0	0	0
1587	1587_054	0	0	0
1587	1587_055	0	0	0
1587	1587_056	0	0	0
8993	8993_007	0	0	0
8990	8990_001	0	0	0
8987	8987_001	0	0	0
8987	8987_002	0	0	0
8987	8987_003	0	0	0
8989	8989_001	0	0	0
8989	8989_002	0	0	0
8989	8989_003	0	0	0
8989	8989_004	0	0	0
8985	8985_001	0	0	0
8984	8984_001	0	0	0
8984	8984_002	0	0	0
8984	8984_003	0	0	0
8984	8984_004	0	0	0
8987	8987_004	0	0	0
8984	8984_005	0	0	0
8985	8985_002	0	0	0
8985	8985_003	0	0	0
8985	8985_004	56317004	Alopecia	imatinib
8985	8985_005	0	0	0
8984	8984_006	0	0	0
8984	8984_007	0	0	0
8985	8985_006	247566002	Hair color change	imatinib
8985	8985_006	398979000	Pale complexion	imatinib
8984	8984_008	0	0	0
8982	8982_001	0	0	0
8984	8984_009	0	0	0
8984	8984_010	0	0	0
8984	8984_011	0	0	0
8982	8982_002	0	0	0
8982	8982_003	0	0	0
8987	8987_005	0	0	0
8985	8985_007	0	0	0
6435	6435_001	0	0	0
8982	8982_004	0	0	0
6435	6435_002	0	0	0
6435	6435_003	0	0	0
8984	8984_012	0	0	0
8984	8984_013	0	0	0
8984	8984_014	0	0	0
8985	8985_008	56317004	Alopecia	imatinib
6435	6435_004	0	0	0
8985	8985_009	0	0	0
8984	8984_015	0	0	0
6435	6435_005	0	0	0
6435	6435_006	0	0	0
6435	6435_007	0	0	0
6435	6435_008	0	0	0
6435	6435_009	0	0	0
8982	8982_005	0	0	0
8982	8982_006	0	0	0
8984	8984_016	0	0	0
8984	8984_017	0	0	0
8982	8982_007	0	0	0
8984	8984_018	0	0	0
8985	8985_010	0	0	0
6435	6435_010	0	0	0
6435	6435_011	0	0	0
6435	6435_012	0	0	0
6435	6435_013	0	0	0
6435	6435_014	0	0	0
6435	6435_015	0	0	0
6435	6435_016	0	0	0
6435	6435_017	0	0	0
8982	8982_008	0	0	0
6435	6435_018	0	0	0
6435	6435_019	0	0	0
8982	8982_009	0	0	0
8968	8968_001	0	0	0
6435	6435_020	0	0	0
8972	8972_001	0	0	0
8972	8972_002	0	0	0
8972	8972_003	0	0	0
8972	8972_004	0	0	0
8982	8982_010	0	0	0
8981	8981_001	0	0	0
8972	8972_006	0	0	0
8972	8972_007	0	0	0
8972	8972_008	0	0	0
8972	8972_009	0	0	0
8972	8972_010	0	0	0
8972	8972_011	0	0	0
8972	8972_012	0	0	0
6435	6435_021	0	0	0
6435	6435_022	0	0	0
6435	6435_023	0	0	0
8970	8970_001	0	0	0
8970	8970_002	0	0	0
8970	8970_003	0	0	0
8972	8972_013	0	0	0
8970	8970_004	0	0	0
8970	8970_005	0	0	0
8970	8970_006	0	0	0
8970	8970_007	0	0	0
8970	8970_008	0	0	0
8970	8970_009	0	0	0
8972	8972_014	0	0	0
8970	8970_010	0	0	0
8970	8970_011	0	0	0
8969	8969_001	0	0	0
8969	8969_002	0	0	0
8969	8969_003	0	0	0
8969	8969_004	0	0	0
8969	8969_005	0	0	0
8969	8969_006	0	0	0
8969	8969_007	0	0	0
8970	8970_012	0	0	0
8969	8969_008	0	0	0
8970	8970_013	0	0	0
8969	8969_009	0	0	0
8969	8969_010	0	0	0
8969	8969_011	0	0	0
8970	8970_014	0	0	0
8970	8970_015	0	0	0
8970	8970_016	0	0	0
8974	8974_001	0	0	0
8974	8974_002	0	0	0
8973	8973_001	0	0	0
8973	8973_002	0	0	0
8977	8977_001	0	0	0
8974	8974_003	24184005	Elevated blood pressure	imatinib
8970	8970_017	0	0	0
8973	8973_003	0	0	0
8973	8973_004	0	0	0
8973	8973_005	0	0	0
8973	8973_006	0	0	0
8973	8973_007	0	0	0
8973	8973_008	0	0	0
8974	8974_004	0	0	0
8973	8973_009	0	0	0
8973	8973_010	0	0	0
8974	8974_005	0	0	0
8972	8972_015	0	0	0
8973	8973_011	0	0	0
8961	8961_001	0	0	0
8976	8976_001	0	0	0
8974	8974_006	0	0	0
8970	8970_018	0	0	0
8961	8961_002	0	0	0
8969	8969_012	0	0	0
8974	8974_007	0	0	0
8975	8975_001	0	0	0
8973	8973_012	0	0	0
8969	8969_013	0	0	0
8965	8965_001	0	0	0
8974	8974_008	0	0	0
8965	8965_002	0	0	0
8973	8973_013	0	0	0
8965	8965_003	0	0	0
8965	8965_004	0	0	0
8965	8965_005	0	0	0
8961	8961_003	0	0	0
8973	8973_014	0	0	0
8972	8972_016	0	0	0
8966	8966_001	0	0	0
8971	8971_005	0	0	0
8966	8966_002	0	0	0
8966	8966_003	0	0	0
8970	8970_019	0	0	0
8966	8966_004	0	0	0
8961	8961_004	0	0	0
8970	8970_020	0	0	0
8966	8966_005	0	0	0
8967	8967_001	29384001	Disorder of stomach	
8967	8967_002	0	0	0
8967	8967_003	0	0	0
8961	8961_005	0	0	0
8966	8966_006	0	0	0
8965	8965_006	0	0	0
8970	8970_021	0	0	0
8970	8970_022	0	0	0
8970	8970_023	0	0	0
8970	8970_024	0	0	0
8964	8964_001	0	0	0
8964	8964_002	0	0	0
8962	8962_007	0	0	0
8965	8965_007	0	0	0
8964	8964_003	0	0	0
8948	8948_001	0	0	0
8948	8948_002	0	0	0
8948	8948_003	0	0	0
8948	8948_004	0	0	0
8948	8948_005	0	0	0
8948	8948_006	0	0	0
8964	8964_004	0	0	0
6435	6435_024	0	0	0
8967	8967_004	162076009	Excessive upper gastrointestinal gas	
8968	8968_002	0	0	0
8968	8968_003	0	0	0
8966	8966_007	0	0	0
8966	8966_008	0	0	0
8967	8967_005	116289008	Abdominal bloating	
8960	8960_001	0	0	0
8966	8966_009	0	0	0
8960	8960_002	0	0	0
8960	8960_003	0	0	0
8965	8965_008	0	0	0
8960	8960_004	0	0	0
8960	8960_005	0	0	0
8960	8960_006	0	0	0
8960	8960_007	0	0	0
8964	8964_005	0	0	0
8960	8960_008	0	0	0
8960	8960_009	0	0	0
8960	8960_010	0	0	0
8960	8960_011	0	0	0
8960	8960_012	0	0	0
8960	8960_013	0	0	0
8960	8960_014	0	0	0
8955	8955_001	0	0	0
8955	8955_002	0	0	0
8957	8957_001	0	0	0
8957	8957_002	0	0	0
8957	8957_003	0	0	0
8957	8957_004	0	0	0
8955	8955_003	0	0	0
8948	8948_007	56317004	Alopecia	imatinib
8948	8948_008	0	0	0
8957	8957_005	0	0	0
8960	8960_015	0	0	0
8955	8955_004	0	0	0
8955	8955_005	0	0	0
8960	8960_016	0	0	0
8957	8957_006	0	0	0
8961	8961_006	0	0	0
8962	8962_008	0	0	0
8957	8957_007	0	0	0
8957	8957_008	0	0	0
8957	8957_009	0	0	0
8955	8955_006	0	0	0
8957	8957_010	0	0	0
8955	8955_007	0	0	0
8957	8957_011	0	0	0
8955	8955_008	0	0	0
8948	8948_009	0	0	0
8958	8958_001	0	0	0
8957	8957_012	0	0	0
8957	8957_013	0	0	0
8957	8957_014	0	0	0
8957	8957_015	0	0	0
8951	8951_001	0	0	0
8951	8951_002	0	0	0
8951	8951_003	0	0	0
8951	8951_004	0	0	0
8951	8951_005	0	0	0
8956	8956_001	0	0	0
8951	8951_006	0	0	0
8951	8951_007	0	0	0
8956	8956_002	0	0	0
8956	8956_003	0	0	0
8951	8951_008	0	0	0
8846	8846_001	386692008	Menorrhagia	
8846	8846_002	0	0	0
8846	8846_003	0	0	0
8846	8846_004	0	0	0
8846	8846_005	0	0	0
8932	8932_001	0	0	0
8953	8953_001	0	0	0
8932	8932_002	0	0	0
8953	8953_002	0	0	0
8944	8944_001	0	0	0
8944	8944_002	247755007	Withdrawn	imatinib
8951	8951_009	0	0	0
8944	8944_003	0	0	0
8944	8944_004	0	0	0
8944	8944_006	0	0	0
8944	8944_007	0	0	0
8944	8944_008	0	0	0
8944	8944_009	0	0	0
8944	8944_010	0	0	0
8947	8947_001	0	0	0
8951	8951_010	0	0	0
8947	8947_002	0	0	0
8944	8944_011	0	0	0
8947	8947_003	0	0	0
8932	8932_003	0	0	0
8944	8944_012	0	0	0
8924	8924_001	0	0	0
8924	8924_002	0	0	0
8944	8944_013	0	0	0
8924	8924_003	0	0	0
8947	8947_004	0	0	0
8924	8924_004	0	0	0
8924	8924_005	0	0	0
8944	8944_014	0	0	0
8924	8924_006	0	0	0
8846	8846_006	0	0	0
8924	8924_007	422587007	Nausea	imatinib
8924	8924_007	14760008	Constipation	imatinib
8924	8924_008	0	0	0
8944	8944_015	0	0	0
8945	8945_001	0	0	0
8945	8945_002	0	0	0
8945	8945_003	0	0	0
8945	8945_004	0	0	0
8945	8945_005	0	0	0
8944	8944_016	0	0	0
8936	8936_001	0	0	0
8936	8936_002	0	0	0
8936	8936_003	0	0	0
8936	8936_004	0	0	0
8947	8947_005	0	0	0
8936	8936_005	0	0	0
8936	8936_006	0	0	0
8936	8936_007	0	0	0
8936	8936_008	0	0	0
8944	8944_017	0	0	0
8936	8936_009	0	0	0
8936	8936_010	0	0	0
8936	8936_011	0	0	0
8936	8936_012	0	0	0
8936	8936_013	0	0	0
8936	8936_014	0	0	0
8936	8936_015	0	0	0
8936	8936_016	0	0	0
8946	8946_001	0	0	0
8945	8945_006	0	0	0
8924	8924_009	0	0	0
8940	8940_001	0	0	0
8940	8940_002	0	0	0
8940	8940_003	0	0	0
8940	8940_004	0	0	0
8940	8940_005	0	0	0
8940	8940_006	0	0	0
8941	8941_001	0	0	0
8941	8941_002	0	0	0
8941	8941_003	0	0	0
